Tm,G,MP,PER,USG%,Season
ORL,80,2298,14.5,20.1,2017
HOU,75,2323,13.2,22.1,2017
WAS,82,2556,15.4,14.7,2017
CHO,27,189,10.6,11.8,2017
Tm,G,MP,PER,USG%,2017
TOT,80,1531,10.1,12.1,2017
PHI,2,41,3.0,24.9,2017
OKC,78,1490,10.3,11.8,2017
CHI,63,1028,13.2,16.0,2017
SAS,68,1807,10.1,13.5,2017
GSW,76,2471,16.5,16.2,2017
BOS,47,538,11.9,22.7,2017
MEM,77,2101,13.5,14.4,2017
ORL,69,1534,10.5,20.3,2017
LAC,61,2076,22.6,28.0,2017
BRK,64,1177,13.6,16.2,2017
DAL,22,163,8.4,17.6,2017
ATL,79,2154,15.2,22.5,2017
HOU,81,2947,27.4,34.2,2017
POR,77,2223,13.1,15.2,2017
PHI,3,31,4.9,22.4,2017
HOU,58,1064,19.2,17.6,2017
DAL,65,1087,13.8,19.7,2017
DEN,57,1782,16.5,18.4,2017
BRK,52,1138,9.0,16.5,2017
DAL,4,25,-2.2,35.4,2017
DET,82,2567,16.9,21.7,2017
Tm,G,MP,PER,USG%,2017
CHO,5,17,-2.2,12.9,2017
MEM,72,1474,8.7,16.4,2017
MIA,16,130,8.8,12.8,2017
TOT,54,797,15.6,19.8,2017
CHO,35,626,14.8,19.6,2017
MIL,19,171,18.6,20.3,2017
UTA,73,2516,22.2,27.6,2017
PHI,72,1667,10.8,17.9,2017
MIL,58,1123,15.3,16.6,2017
DEN,62,842,13.4,14.6,2017
NYK,72,1324,19.0,20.3,2017
ORL,65,960,7.2,18.8,2017
TOT,48,682,13.5,14.0,2017
CHO,42,671,13.5,14.0,2017
DEN,6,11,16.3,15.5,2017
TOT,82,1888,11.8,21.3,2017
NOP,57,1161,9.9,20.4,2017
SAC,25,727,14.9,22.9,2017
HOU,67,1198,18.9,19.7,2017
UTA,49,1544,19.3,23.5,2017
MIN,7,47,5.5,16.8,2017
NOP,80,2374,8.0,11.5,2017
DET,39,381,5.9,19.3,2017
NOP,67,2190,17.1,23.5,2017
NYK,82,1639,12.7,16.9,2017
BRK,78,1761,13.7,18.7,2017
Tm,G,MP,PER,USG%,2017
PHI,57,1193,18.6,18.6,2017
UTA,59,1593,12.4,22.9,2017
BOS,68,2193,17.7,19.7,2017
WAS,1,1,12.2,0.0,2017
ATL,74,2199,20.8,19.2,2017
LAL,23,237,9.1,17.0,2017
OKC,2,31,26.1,15.7,2017
ATL,56,689,13.6,17.6,2017
CHI,3,9,-3.2,4.8,2017
TOT,79,2422,16.4,20.9,2017
ORL,56,1710,17.5,20.8,2017
TOR,23,712,13.8,20.9,2017
GSW,76,1998,14.3,11.2,2017
TOT,82,2142,14.6,22.2,2017
OKC,3,62,6.9,13.7,2017
PHI,53,1447,15.4,23.6,2017
ATL,26,633,13.5,19.9,2017
UTA,82,1972,12.4,13.9,2017
LAL,79,2279,8.5,16.8,2017
CLE,72,2525,23.0,30.8,2017
NOP,2,33,7.7,9.2,2017
BOS,5,17,30.8,17.3,2017
DAL,8,84,13.0,25.3,2017
DET,52,1424,14.9,26.4,2017
CLE,74,2794,27.0,30.0,2017
Tm,G,MP,PER,USG%,2017
IND,66,931,18.9,26.1,2017
CLE,79,1614,8.3,12.2,2017
PHO,4,13,17.3,18.9,2017
TOT,81,1802,12.1,17.6,2017
NYK,58,1428,12.7,18.1,2017
WAS,23,374,9.7,15.8,2017
BOS,78,1232,9.3,11.4,2017
BOS,80,1608,15.0,13.6,2017
LAC,3,9,17.2,39.8,2017
MIA,76,2085,17.0,22.0,2017
UTA,78,1843,12.8,18.5,2017
DET,77,1371,7.2,14.8,2017
MIA,73,2178,15.9,20.9,2017
LAC,68,810,8.4,12.5,2017
DEN,73,2038,26.3,23.5,2017
CLE,1,12,14.7,39.9,2017
GSW,10,85,5.3,13.4,2017
PHO,32,545,12.0,11.7,2017
CLE,48,381,11.1,13.0,2017
TOT,54,1270,16.1,21.4,2017
NOP,51,1264,16.2,21.4,2017
MIL,3,6,1.5,22.8,2017
MIN,60,774,13.8,13.6,2017
LAC,81,2570,21.8,15.3,2017
Tm,G,MP,PER,USG%,2017
TOR,80,2003,13.2,18.4,2017
CHO,75,1954,13.0,21.8,2017
OKC,72,1533,23.7,27.3,2017
ATL,16,110,7.8,13.7,2017
CHO,81,2349,14.3,14.6,2017
BRK,70,1754,13.1,23.8,2017
PHO,54,1140,12.4,25.0,2017
TOT,67,1753,12.1,15.2,2017
ATL,32,894,10.8,14.5,2017
CLE,35,859,13.5,15.8,2017
SAC,71,1419,13.8,15.3,2017
NYK,68,1016,12.4,19.2,2017
SAC,33,612,16.8,21.3,2017
CHO,62,1143,17.0,23.2,2017
SAS,18,174,8.4,18.2,2017
TOT,70,980,12.6,18.5,2017
OKC,50,739,12.9,17.8,2017
CHI,20,241,11.6,20.7,2017
MIN,47,1749,14.6,21.7,2017
SAC,69,1732,15.4,19.5,2017
POR,35,249,4.9,19.0,2017
NYK,77,2459,12.2,14.4,2017
SAS,79,1477,18.5,16.9,2017
PHO,77,1560,15.0,17.6,2017
Tm,G,MP,PER,USG%,2017
SAS,74,2474,27.6,31.1,2017
POR,74,1222,8.9,15.5,2017
DET,75,1944,14.2,17.3,2017
BRK,57,1237,12.3,16.6,2017
TOT,62,777,7.5,11.6,2017
CLE,61,752,7.2,11.5,2017
DAL,1,25,17.6,13.8,2017
POR,75,2694,24.1,31.5,2017
BRK,36,883,19.2,26.6,2017
GSW,76,1345,10.1,13.0,2017
PHI,18,234,24.1,25.4,2017
GSW,53,447,13.6,13.4,2017
BRK,75,2222,20.4,29.2,2017
CHI,81,2271,14.4,17.5,2017
CLE,60,1885,21.1,26.4,2017
TOR,60,2244,22.9,24.9,2017
MIN,5,11,9.1,16.1,2017
PHI,69,1190,8.5,17.8,2017
UTA,71,1158,9.9,21.7,2017
WAS,30,287,10.1,14.0,2017
UTA,55,1205,10.9,19.6,2017
WAS,31,555,14.1,14.0,2017
Tm,G,MP,PER,USG%,2017
MIL,57,562,14.0,17.8,2017
DET,35,293,29.6,25.3,2017
MEM,42,558,8.7,16.4,2017
DAL,73,2495,11.9,19.4,2017
LAC,80,1787,10.2,11.6,2017
GSW,52,457,13.1,14.6,2017
GSW,71,1074,8.6,11.9,2017
POR,80,2796,19.9,27.5,2017
PHI,81,2133,13.7,14.4,2017
TOT,16,80,15.2,19.9,2017
BRK,14,72,16.8,20.4,2017
WAS,2,8,1.1,15.7,2017
TOT,49,505,11.5,18.1,2017
HOU,29,212,10.2,16.4,2017
BRK,20,293,12.5,19.3,2017
TOT,66,1508,10.7,16.4,2017
CHI,44,1078,11.3,17.6,2017
OKC,22,430,9.3,13.6,2017
GSW,77,739,25.2,23.8,2017
MIA,78,1966,9.1,12.3,2017
SAC,61,1176,9.8,20.1,2017
CLE,37,384,9.7,20.8,2017
MIA,22,381,9.8,16.9,2017
ORL,36,738,13.1,19.4,2017
DAL,73,905,14.8,10.6,2017
BOS,25,141,9.8,15.5,2017
Tm,G,MP,PER,USG%,2017
MIL,29,889,15.0,22.5,2017
IND,76,1776,13.8,18.4,2017
DEN,20,151,7.6,10.4,2017
SAS,80,1754,15.2,19.5,2017
PHO,2,23,-3.4,18.0,2017
ATL,69,2343,17.8,24.4,2017
CHI,70,1679,14.5,19.8,2017
MIL,81,1823,21.1,24.3,2017
NOP,73,1820,12.1,17.4,2017
DET,79,2565,12.4,20.3,2017
WAS,76,2374,13.7,20.5,2017
TOT,49,714,10.1,16.4,2017
OKC,40,627,9.2,16.3,2017
CHI,9,87,16.0,17.0,2017
NOP,34,479,9.1,17.6,2017
LAL,54,1104,12.3,16.8,2017
DEN,55,1406,10.9,22.6,2017
MIN,78,1516,14.9,21.5,2017
SAS,38,322,9.6,23.5,2017
DEN,82,1764,11.9,21.6,2017
ATL,70,1237,14.4,14.8,2017
LAL,63,1442,15.7,13.4,2017
Tm,G,MP,PER,USG%,2017
POR,53,512,13.6,21.2,2017
NYK,32,331,11.3,14.3,2017
ATL,2,18,-4.3,21.2,2017
DEN,75,2045,11.5,15.8,2017
UTA,40,346,10.7,14.8,2017
IND,23,93,0.1,20.2,2017
TOT,38,342,5.9,17.0,2017
WAS,28,231,6.3,17.6,2017
BRK,10,111,5.0,15.8,2017
NYK,46,1015,15.2,12.6,2017
TOT,51,1047,20.4,17.6,2017
PHI,29,564,20.8,17.8,2017
DAL,22,483,19.8,17.3,2017
TOR,57,1088,15.5,9.5,2017
MIL,8,22,1.3,14.5,2017
DAL,54,1424,17.0,25.8,2017
TOT,65,1391,17.5,23.9,2017
DEN,45,807,15.0,22.6,2017
POR,20,584,21.1,25.7,2017
LAL,20,397,12.2,11.8,2017
TOT,11,80,14.9,21.1,2017
DEN,7,46,14.4,18.3,2017
CHO,4,34,15.5,25.0,2017
NYK,79,1229,20.5,18.5,2017
WAS,19,75,6.6,18.0,2017
PHI,50,1134,14.8,24.1,2017
OKC,67,2222,13.6,21.4,2017
BOS,75,1538,15.3,19.0,2017
Tm,G,MP,PER,USG%,2017
ORL,8,28,5.8,9.4,2017
HOU,5,52,12.3,10.4,2017
WAS,79,1605,9.1,14.6,2017
GSW,70,1268,16.1,15.3,2017
SAC,22,355,12.7,16.9,2017
MIL,51,1728,19.1,26.5,2017
SAS,63,1587,13.0,20.2,2017
MEM,34,675,7.7,17.8,2017
ATL,5,40,-1.9,22.2,2017
TOR,65,1599,10.8,12.5,2017
LAC,61,1921,26.2,24.4,2017
MIN,18,135,14.4,23.1,2017
TOT,31,462,5.5,20.9,2017
OKC,20,320,6.1,19.6,2017
CHI,11,142,4.0,23.9,2017
ORL,82,2412,17.2,21.6,2017
MIL,6,99,4.5,15.8,2017
LAC,25,277,5.7,14.8,2017
NYK,21,170,10.9,12.8,2017
TOT,81,2148,18.1,18.1,2017
POR,54,1516,18.9,18.3,2017
DEN,27,632,16.3,17.5,2017
TOT,45,484,8.4,13.1,2017
MIL,32,310,8.0,15.5,2017
CHO,13,174,9.0,8.7,2017
TOR,54,626,12.2,12.1,2017
Tm,G,MP,PER,USG%,2017
WAS,80,2605,17.3,15.1,2017
CHI,64,1000,14.9,19.1,2017
NYK,66,2164,17.4,24.3,2017
DAL,77,1333,17.6,16.7,2017
TOR,76,1368,14.0,21.1,2017
PHI,6,157,13.2,16.9,2017
PHO,14,134,5.9,9.0,2017
POR,16,80,10.2,22.8,2017
TOT,26,299,13.6,19.7,2017
PHI,8,74,17.7,20.1,2017
NYK,18,225,12.3,19.6,2017
LAL,74,2132,16.3,21.4,2017
MEM,73,1786,18.5,29.2,2017
LAC,78,2198,14.8,22.0,2017
MIA,71,1031,17.1,15.3,2017
MIA,53,1614,10.7,16.8,2017
SAC,22,198,9.6,19.3,2017
LAC,74,2054,11.4,20.3,2017
OKC,79,2376,9.6,10.1,2017
CHO,41,416,9.8,17.9,2017
IND,69,1427,11.5,12.8,2017
LAL,48,560,17.3,20.7,2017
Tm,G,MP,PER,USG%,2017
PHI,68,1518,11.1,19.3,2017
CHI,69,1843,13.6,17.8,2017
NYK,64,2082,17.0,25.7,2017
TOT,78,1955,13.4,19.3,2017
TOR,54,1207,14.9,19.8,2017
ORL,24,748,11.1,18.5,2017
BOS,74,1263,10.9,17.1,2017
MIN,75,2469,16.8,17.4,2017
ORL,45,314,6.3,13.6,2017
MIN,47,1030,6.6,9.6,2017
LAL,63,1811,15.3,26.6,2017
OKC,81,1632,6.9,15.4,2017
CLE,5,13,6.5,23.6,2017
PHI,81,2129,12.8,24.6,2017
WAS,57,719,8.5,12.1,2017
ATL,79,2485,16.1,27.8,2017
BRK,36,461,13.9,18.7,2017
ATL,18,195,5.9,15.8,2017
ATL,62,1596,11.9,13.3,2017
TOT,14,236,6.9,15.3,2017
NOP,3,47,10.0,12.0,2017
MEM,11,189,6.2,16.1,2017
IND,49,559,14.4,19.0,2017
CHO,50,811,12.4,20.1,2017
Tm,G,MP,PER,USG%,2017
CLE,76,1937,9.0,14.0,2017
TOR,55,859,11.5,13.1,2017
SAS,78,1392,9.9,18.0,2017
OKC,32,385,5.9,11.2,2017
BOS,79,2399,12.0,18.8,2017
DET,81,1955,14.7,20.5,2017
CLE,41,1187,8.1,14.6,2017
WAS,74,1068,13.6,16.7,2017
MIL,80,2336,9.7,12.1,2017
LAC,82,1286,17.5,23.6,2017
PHI,8,76,15.0,23.9,2017
PHI,80,2188,9.0,16.4,2017
TOT,18,361,9.6,18.7,2017
NOP,6,162,10.3,19.0,2017
MIN,6,67,6.6,17.1,2017
IND,6,132,10.3,19.1,2017
DEN,2,7,31.5,11.4,2017
LAC,7,24,-1.2,31.3,2017
IND,39,696,9.5,22.2,2017
TOR,11,118,6.0,20.7,2017
TOT,2,28,21.3,13.2,2017
ATL,1,4,13.1,20.5,2017
CLE,1,24,22.6,12.0,2017
HOU,4,52,0.3,6.4,2017
IND,82,2657,19.2,22.1,2017
Tm,G,MP,PER,USG%,2017
MIL,70,1133,8.8,19.1,2017
SAC,65,1728,11.2,14.2,2017
MIL,74,1365,9.1,9.8,2017
BOS,76,2569,26.5,34.0,2017
NYK,46,968,8.4,13.1,2017
TOT,40,752,7.9,13.0,2017
PHI,31,561,9.0,13.7,2017
NOP,9,191,4.7,10.9,2017
GSW,78,2649,17.4,26.1,2017
CLE,78,2336,15.3,11.3,2017
WAS,33,575,10.4,18.7,2017
CHO,2,25,-0.1,9.0,2017
SAC,65,1477,11.1,13.6,2017
TOT,4,47,6.2,8.5,2017
MIL,2,6,-9.9,7.6,2017
NOP,2,41,8.6,8.6,2017
MIN,82,3030,25.9,27.5,2017
TOT,81,2236,10.5,11.2,2017
PHO,57,1627,10.6,11.3,2017
TOR,24,609,10.4,10.9,2017
POR,65,1658,11.4,18.5,2017
IND,81,2541,18.5,19.5,2017
DET,39,560,16.2,19.6,2017
PHO,61,1123,13.0,20.3,2017
DAL,9,115,13.9,18.1,2017
TOR,80,2066,20.1,19.5,2017
Tm,G,MP,PER,USG%,2017
CHI,57,976,7.3,15.4,2017
TOR,37,294,10.5,20.6,2017
GSW,14,92,9.4,12.6,2017
BRK,3,39,4.1,11.3,2017
MIL,41,458,7.8,17.2,2017
POR,74,1265,10.8,13.1,2017
ORL,75,2163,19.1,24.8,2017
NYK,42,408,8.6,17.3,2017
CHI,60,1792,18.5,29.6,2017
MIA,46,1384,14.5,26.3,2017
CHO,79,2739,21.3,29.2,2017
WAS,78,2836,23.2,30.6,2017
ATL,59,981,9.8,17.2,2017
PHO,66,2048,15.6,19.2,2017
ORL,62,1012,9.3,14.1,2017
TOT,20,205,11.0,16.3,2017
GSW,7,46,5.9,17.2,2017
CHO,13,159,12.5,16.1,2017
GSW,68,854,16.6,17.9,2017
OKC,81,2802,30.6,41.7,2017
MIA,35,471,7.5,10.8,2017
BRK,73,1643,7.6,18.2,2017
Tm,G,MP,PER,USG%,2017
MIA,77,2513,22.6,22.7,2017
MIN,82,3048,16.5,29.0,2017
ORL,22,108,2.9,15.4,2017
PHO,47,708,19.5,20.9,2017
TOT,64,1657,14.0,22.1,2017
DAL,40,1171,15.0,23.7,2017
CLE,24,486,11.4,18.1,2017
TOT,50,804,10.6,17.2,2017
MIA,25,377,10.1,20.4,2017
CLE,25,427,11.1,14.4,2017
TOT,81,1994,21.4,29.1,2017
LAL,58,1403,23.9,30.6,2017
HOU,23,591,15.4,25.3,2017
CHO,76,2295,13.7,16.3,2017
NOP,6,79,11.7,14.6,2017
TOT,30,557,9.0,17.1,2017
MEM,24,418,7.8,17.4,2017
HOU,6,139,12.8,16.2,2017
HOU,14,44,6.7,19.1,2017
MIA,18,625,8.2,19.8,2017
UTA,51,432,18.8,14.9,2017
CHO,13,107,15.1,15.4,2017
LAL,25,160,6.5,21.9,2017
MEM,28,447,18.5,16.3,2017
TOR,27,446,15.0,16.6,2017
BOS,29,220,10.0,13.3,2017
IND,33,135,11.4,27.8,2017
LAL,60,1556,14.1,19.5,2017
Tm,G,MP,PER,USG%,2017
IND,74,2237,14.9,16.4,2017
CHO,62,1725,16.7,15.5,2017
BOS,51,525,13.0,16.5,2017
ORL,19,108,7.3,14.8,2017
CHI,44,843,6.9,14.4,2017
LAL,38,609,17.0,20.3,2017
OKC,75,1134,9.0,12.7,2018
BRK,70,1359,8.2,14.4,2018
OKC,76,2487,20.6,16.7,2018
MIA,69,1368,15.7,15.9,2018
ORL,53,682,5.8,12.5,2018
MIN,21,49,6.0,16.8,2018
SAS,75,2509,25.0,29.1,2018
BRK,72,1441,17.5,16.3,2018
BOS,18,107,2.6,14.6,2018
NOP,22,273,8.7,18.9,2018
POR,69,2072,12.0,14.8,2018
PHI,38,519,13.0,19.3,2018
SAS,74,1978,15.9,13.5,2018
HOU,66,1725,12.6,14.4,2018
IND,11,30,21.6,20.3,2018
MIL,75,2756,27.3,31.2,2018
OKC,78,2501,12.7,23.2,2018
TOR,74,1481,10.0,12.4,2018
CHI,24,304,7.3,8.1,2018
HOU,67,2269,11.8,14.4,2018
Tm,G,MP,PER,USG%,2018
DEN,19,141,8.4,19.5,2018
ORL,15,279,6.9,14.5,2018
TOT,18,182,3.1,8.7,2018
NOP,14,121,4.5,9.4,2018
CHI,4,61,0.2,7.4,2018
ORL,75,1760,15.4,18.6,2018
TOT,50,715,9.8,15.0,2018
ATL,37,570,12.0,14.8,2018
MIA,13,145,1.3,15.8,2018
CHO,53,713,5.8,13.7,2018
NYK,29,385,9.3,10.0,2018
POR,7,80,16.6,16.1,2018
LAL,52,1780,12.5,17.4,2018
DAL,69,1603,17.8,24.9,2018
DAL,77,2634,15.8,25.2,2018
DEN,81,2683,16.2,20.7,2018
CHO,64,1981,14.4,18.3,2018
PHI,39,925,7.5,15.1,2018
BOS,81,1485,12.0,16.8,2018
ATL,65,1789,14.5,22.5,2018
WAS,82,2977,18.4,27.6,2018
DEN,62,583,9.0,16.2,2018
NYK,74,1653,17.8,26.9,2018
TOT,80,1947,14.1,20.7,2018
ATL,52,1210,14.1,21.2,2018
PHI,28,737,14.2,19.8,2018
Tm,G,MP,PER,USG%,2018
GSW,57,809,18.0,13.9,2018
ATL,26,455,7.6,18.2,2018
PHO,82,2069,7.1,12.7,2018
SAS,77,1086,14.1,17.4,2018
LAC,11,334,12.4,19.6,2018
ORL,42,578,16.4,13.2,2018
BOS,13,115,12.1,15.4,2018
ORL,82,1495,14.1,14.9,2018
MIN,67,1371,12.6,14.3,2018
HOU,51,536,14.3,15.6,2018
CHI,19,314,10.1,23.7,2018
TOT,74,2322,19.7,26.1,2018
PHO,3,83,13.0,28.7,2018
MIL,71,2239,20.0,26.0,2018
LAL,5,45,-1.8,8.4,2018
SAC,78,2175,13.5,19.6,2018
IND,80,2464,13.9,19.0,2018
LAL,24,216,10.9,8.8,2018
MIL,6,38,11.7,12.6,2018
PHO,54,1865,18.1,31.7,2018
TOT,68,1158,14.9,16.6,2018
BRK,18,395,15.4,21.8,2018
PHI,33,494,14.5,12.6,2018
IND,17,269,14.7,16.2,2018
GSW,1,1,-28.5,43.9,2018
Tm,G,MP,PER,USG%,2018
TOT,46,1433,9.6,23.5,2018
DET,40,1268,9.7,24.4,2018
LAC,6,165,9.0,16.7,2018
UTA,9,29,9.5,18.4,2018
TOT,72,1208,11.2,14.3,2018
LAL,54,694,8.9,14.2,2018
OKC,18,514,14.2,14.4,2018
MIL,48,1436,14.3,19.1,2018
MIN,32,189,9.8,19.9,2018
MEM,82,2350,9.8,18.5,2018
MEM,7,193,26.1,29.8,2018
MIN,1,4,41.9,11.1,2018
HOU,20,115,5.5,26.1,2018
BOS,70,2152,13.6,21.4,2018
TOR,14,139,8.2,11.9,2018
HOU,4,31,-1.2,12.8,2018
MIL,54,776,9.1,14.0,2018
ATL,4,10,-4.6,8.7,2018
LAL,15,72,9.9,15.9,2018
DET,62,1732,13.6,15.7,2018
NYK,36,785,21.0,25.1,2018
UTA,64,1059,13.1,22.5,2018
MIN,59,2164,23.7,24.9,2018
DET,29,427,12.8,26.4,2018
Tm,G,MP,PER,USG%,2018
TOT,12,107,7.4,15.8,2018
TOR,2,7,-0.1,12.5,2018
SAC,10,100,7.9,16.0,2018
CLE,57,914,11.3,11.6,2018
LAL,74,2458,13.2,16.9,2018
TOT,20,422,13.5,18.9,2018
HOU,1,4,-7.3,11.0,2018
PHO,19,418,13.7,19.0,2018
HOU,74,2034,24.5,19.4,2018
BRK,73,2180,14.3,19.8,2018
SAC,58,1026,10.8,14.7,2018
CHO,52,835,10.8,16.6,2018
LAL,37,562,8.7,12.9,2018
GSW,53,740,15.5,16.3,2018
SAC,73,2044,17.6,21.8,2018
ATL,39,518,13.0,14.8,2018
MEM,66,1421,10.4,19.6,2018
PHO,46,1151,14.2,10.6,2018
DEN,74,2346,10.9,14.3,2018
PHO,72,1527,11.1,18.1,2018
NOP,74,1455,9.4,17.2,2018
TOT,81,1888,16.4,26.5,2018
LAL,53,1256,16.9,27.7,2018
CLE,28,632,15.4,24.1,2018
DAL,7,64,7.4,14.8,2018
TOT,17,123,4.5,11.1,2018
DAL,13,81,5.1,10.0,2018
ATL,4,42,3.5,13.4,2018
Tm,G,MP,PER,USG%,2018
ATL,74,1785,18.3,17.9,2018
POR,66,1045,7.5,15.4,2018
DAL,32,480,10.0,13.3,2018
IND,69,2018,18.8,17.4,2018
OKC,15,75,13.2,18.2,2018
MEM,12,373,15.4,25.9,2018
POR,82,1488,9.3,13.4,2018
GSW,33,740,12.8,17.5,2018
NOP,13,38,-5.1,18.1,2018
SAC,7,87,19.7,19.8,2018
SAS,4,32,9.7,7.0,2018
NOP,48,1737,22.6,31.9,2018
PHI,80,2532,12.9,17.2,2018
BRK,75,2197,12.3,19.0,2018
DEN,39,629,9.8,11.9,2018
MIN,80,1653,13.0,23.7,2018
NOP,5,53,19.1,26.5,2018
TOT,80,2090,10.4,17.3,2018
CLE,53,1346,10.2,15.1,2018
UTA,27,744,10.8,21.3,2018
TOT,73,1562,10.0,11.6,2018
NOP,51,1115,8.4,10.0,2018
BRK,22,447,13.8,15.8,2018
GSW,51,1631,28.2,31.0,2018
Tm,G,MP,PER,USG%,2018
PHO,79,1622,9.8,17.2,2018
NOP,75,2727,28.9,30.0,2018
MEM,62,943,16.6,15.3,2018
POR,78,1471,15.5,12.1,2018
ATL,62,1542,15.8,17.0,2018
LAC,73,883,11.5,15.5,2018
ATL,54,1014,10.6,16.9,2018
MIL,38,712,8.6,13.5,2018
LAL,1,13,5.5,9.8,2018
TOR,80,2711,21.0,29.6,2018
NOP,52,581,17.0,17.4,2018
MIN,79,1333,14.7,16.3,2018
BRK,80,2306,15.9,20.3,2018
ATL,56,974,10.0,20.0,2018
NYK,44,474,11.6,17.3,2018
BRK,10,125,5.2,18.2,2018
OKC,2,3,-5.0,42.9,2018
MIA,75,2378,16.6,25.7,2018
TOT,10,70,2.9,16.6,2018
PHI,3,15,-9.4,22.8,2018
NOP,7,55,6.3,15.0,2018
DET,78,2625,22.9,21.2,2018
Tm,G,MP,PER,USG%,2018
PHO,48,686,8.8,10.2,2018
CHI,52,1525,14.5,24.7,2018
GSW,68,2325,26.0,30.4,2018
TOT,3,9,-1.9,9.8,2018
BOS,2,6,4.0,7.4,2018
CHI,1,3,-13.5,14.5,2018
DET,38,329,10.5,23.8,2018
MIA,77,2041,12.5,17.3,2018
PHI,63,1912,22.9,33.4,2018
TOT,72,1604,11.6,13.7,2018
MEM,45,1053,11.9,12.5,2018
DET,27,551,11.2,16.0,2018
LAL,54,683,11.1,17.1,2018
LAC,48,778,7.2,17.7,2018
ATL,1,5,10.4,17.5,2018
MEM,52,1607,21.1,28.4,2018
UTA,14,235,16.7,23.1,2018
DEN,32,461,17.4,18.3,2018
UTA,77,2153,18.8,18.5,2018
TOT,16,140,3.6,28.4,2018
CHI,14,134,3.6,28.0,2018
DET,2,6,2.0,36.9,2018
CHI,55,977,12.5,13.6,2018
OKC,82,1365,13.0,20.4,2018
OKC,61,763,7.4,10.4,2018
DAL,82,2282,11.4,17.0,2018
Tm,G,MP,PER,USG%,2018
DAL,21,448,7.6,15.1,2018
SAS,80,1517,9.1,16.7,2018
ORL,57,1837,15.5,23.3,2018
SAC,73,2026,11.2,23.4,2018
WAS,59,838,11.3,12.8,2018
TOT,53,695,13.1,15.2,2018
CLE,44,545,13.9,15.6,2018
LAL,9,150,10.2,13.8,2018
PHI,14,253,12.4,23.1,2018
LAC,21,671,13.8,20.6,2018
DET,58,863,12.2,19.3,2018
MEM,73,2408,17.4,25.6,2018
SAS,77,1812,18.9,20.4,2018
SAS,57,1231,18.0,24.6,2018
OKC,79,2891,18.7,25.7,2018
MIN,42,224,6.9,11.9,2018
BOS,4,40,25.4,29.0,2018
MIN,82,2726,15.4,14.7,2018
SAS,65,1299,12.9,21.5,2018
UTA,56,1816,20.7,16.9,2018
ORL,58,1909,16.5,24.7,2018
HOU,69,2154,15.2,24.7,2018
Tm,G,MP,PER,USG%,2018
WAS,82,2075,14.7,15.5,2018
CHO,63,1050,9.0,11.3,2018
OKC,81,1647,16.2,16.0,2018
CHI,74,1686,14.3,17.4,2018
PHO,5,86,7.2,26.1,2018
SAS,70,1791,11.4,16.6,2018
GSW,70,2287,16.1,17.2,2018
HOU,41,929,14.1,22.4,2018
MEM,55,1542,14.0,17.8,2018
CLE,78,1828,14.8,19.3,2018
TOT,58,1970,19.6,28.9,2018
LAC,33,1139,20.4,29.3,2018
DET,25,831,18.5,28.4,2018
OKC,6,28,18.2,19.9,2018
NYK,57,1885,14.4,23.8,2018
HOU,72,2551,29.8,36.1,2018
POR,59,1264,12.6,12.6,2018
LAC,76,1293,24.7,23.8,2018
TOT,71,1340,13.0,20.2,2018
DAL,44,807,13.5,21.5,2018
DEN,27,533,12.4,18.2,2018
DEN,67,2304,16.5,20.7,2018
BRK,78,1975,13.3,16.6,2018
TOT,80,2668,17.1,23.3,2018
DET,48,1563,16.7,23.2,2018
LAC,32,1105,17.7,23.5,2018
Tm,G,MP,PER,USG%,2018
DAL,9,233,5.1,15.5,2018
MEM,56,1326,12.7,19.6,2018
PHO,23,384,15.6,18.0,2018
LAL,63,1461,12.2,13.5,2018
MIA,14,72,1.8,11.1,2018
TOT,9,122,6.4,13.3,2018
LAL,2,11,9.8,13.3,2018
TOR,2,6,34.9,21.9,2018
SAC,5,105,4.4,12.8,2018
BOS,1,5,7.3,17.9,2018
DET,3,7,13.1,12.7,2018
MEM,20,378,9.7,15.7,2018
MIL,76,1970,15.7,15.0,2018
DEN,25,277,9.7,14.0,2018
TOT,48,495,21.2,21.0,2018
NYK,26,233,16.9,22.4,2018
CHO,22,262,25.0,19.7,2018
ORL,75,1657,13.7,19.9,2018
NYK,18,240,6.8,17.4,2018
SAC,80,2024,16.1,24.3,2018
HOU,52,758,16.4,18.9,2018
TOT,67,1812,13.3,16.3,2018
SAC,43,1143,14.0,16.9,2018
CLE,24,669,12.2,15.4,2018
NOP,12,187,4.8,12.2,2018
SAS,14,95,3.4,12.3,2018
NOP,81,2927,17.8,23.1,2018
Tm,G,MP,PER,USG%,2018
CHI,72,2265,10.8,18.2,2018
CLE,24,174,5.9,18.5,2018
BRK,68,1920,16.9,22.2,2018
PHI,48,746,17.4,16.6,2018
TOT,60,1616,14.3,24.3,2018
UTA,39,1084,15.1,27.3,2018
CLE,21,532,12.7,18.3,2018
DAL,1,8,-4.6,16.3,2018
BOS,72,2277,17.6,18.4,2018
PHO,23,403,12.4,16.2,2018
CHO,81,2463,20.5,24.2,2018
OKC,69,982,5.4,9.5,2018
HOU,5,45,8.5,22.5,2018
MEM,4,7,35.8,38.5,2018
TOR,76,2093,14.7,19.4,2018
GSW,64,1622,11.2,11.5,2018
TOT,69,1729,14.9,18.7,2018
ATL,46,1175,15.1,18.0,2018
PHI,23,554,14.6,20.1,2018
